Date,Real,Train,Test
2019-07-10,194.98069763183594,191.44485473632812,
2019-07-11,193.05018615722656,192.41493225097656,
2019-07-12,193.05018615722656,193.10525512695312,
2019-07-15,193.05018615722656,193.5915069580078,
2019-07-16,194.98069763183594,193.77545166015625,
2019-07-17,191.11968994140625,194.1473388671875,
2019-07-18,189.18919372558594,193.8296356201172,
2019-07-19,192.08494567871094,192.9868927001953,
2019-07-22,190.15443420410156,192.64356994628906,
2019-07-23,190.15443420410156,192.0494384765625,
2019-07-24,187.25868225097656,191.6171417236328,
2019-07-25,192.08494567871094,190.81494140625,
2019-07-26,200.77220153808594,190.84873962402344,
2019-07-29,208.49420166015625,192.78314208984375,
2019-07-30,210.42471313476562,196.57786560058594,
2019-07-31,212.35520935058594,200.88589477539062,
2019-08-01,212.35520935058594,204.944091796875,
2019-08-02,202.70269775390625,208.10601806640625,
2019-08-05,198.84170532226562,208.41232299804688,
2019-08-06,198.84170532226562,206.6533660888672,
2019-08-07,208.49420166015625,204.30584716796875,
2019-08-08,202.70269775390625,203.8878631591797,
2019-08-09,210.42471313476562,203.22555541992188,
2019-08-12,208.49420166015625,204.27565002441406,
2019-08-13,208.49420166015625,205.49404907226562,
2019-08-14,210.42471313476562,206.58287048339844,
2019-08-15,204.63320922851562,207.82139587402344,
2019-08-16,206.56370544433594,207.72332763671875,
2019-08-19,196.91119384765625,207.3367156982422,
2019-08-20,200.77220153808594,204.9627685546875,
2019-08-21,198.84170532226562,203.0553741455078,
2019-08-22,194.98069763183594,201.45008850097656,
2019-08-23,193.05018615722656,199.39915466308594,
2019-08-26,210.42471313476562,197.42971801757812,
2019-08-27,198.84170532226562,199.07534790039062,
2019-08-28,198.84170532226562,199.6640167236328,
2019-08-29,202.70269775390625,199.9005889892578,
2019-08-30,202.70269775390625,200.56692504882812,
2019-09-02,202.70269775390625,201.33615112304688,
2019-09-03,208.49420166015625,201.8378143310547,
2019-09-04,210.42471313476562,203.3600616455078,
2019-09-05,212.35520935058594,205.2943878173828,
2019-09-06,220.0772247314453,207.350341796875,
2019-09-09,229.729736328125,210.55662536621094,
2019-09-10,229.729736328125,215.8319549560547,
2019-09-11,229.729736328125,220.60699462890625,
2019-09-12,237.4517364501953,224.3051300048828,
2019-09-13,233.59072875976562,228.47146606445312,
2019-09-16,223.93821716308594,230.9723358154297,
2019-09-17,233.59072875976562,230.10678100585938,
2019-09-18,235.52124023437497,230.24951171875,
2019-09-19,231.6602325439453,230.9568328857422,
2019-09-20,239.3822326660156,230.83688354492188,
2019-09-23,222.00772094726562,232.28269958496094,
2019-09-24,200.77220153808594,230.19985961914062,
2019-09-25,214.2857208251953,222.66416931152344,
2019-09-26,214.2857208251953,217.6758575439453,
2019-09-27,194.98069763183594,214.66641235351562,
2019-09-30,206.56370544433594,209.0142364501953,
2019-10-01,206.56370544433594,205.9217071533203,
2019-10-02,200.77220153808594,204.6712646484375,
2019-10-03,198.84170532226562,203.3407745361328,
2019-10-04,198.84170532226562,201.93197631835938,
2019-10-07,200.77220153808594,201.03553771972656,
2019-10-08,202.70269775390625,200.56980895996094,
2019-10-09,204.63320922851562,200.5164031982422,
2019-10-10,204.63320922851562,201.42945861816406,
2019-10-11,200.77220153808594,202.50552368164062,
2019-10-14,202.70269775390625,202.40219116210938,
2019-10-15,202.70269775390625,202.55221557617188,
2019-10-16,202.70269775390625,202.6771697998047,
2019-10-17,204.63320922851562,202.66749572753906,
2019-10-18,206.56370544433594,202.9705047607422,
2019-10-21,206.56370544433594,203.7085723876953,
2019-10-22,206.56370544433594,204.50880432128906,
2019-10-23,206.56370544433594,205.20660400390625,
2019-10-24,208.49420166015625,205.74559020996094,
2019-10-25,208.49420166015625,206.46987915039062,
2019-10-28,247.104248046875,207.03781127929688,
2019-10-29,223.93821716308594,215.20407104492188,
2019-10-30,233.59072875976562,220.03738403320312,
2019-10-31,229.729736328125,224.82464599609375,
2019-11-01,222.00772094726562,227.67840576171875,
2019-11-04,223.93821716308594,227.46295166015625,
2019-11-05,237.4517364501953,226.38687133789062,
2019-11-06,237.4517364501953,227.9473114013672,
2019-11-07,254.8262481689453,230.05078125,
2019-11-08,243.24324035644528,235.8697052001953,
2019-11-11,235.52124023437497,239.1612548828125,
2019-11-12,231.6602325439453,239.91636657714844,
2019-11-13,225.8687286376953,237.82907104492188,
2019-11-14,223.93821716308594,234.072265625,
2019-11-15,214.2857208251953,229.84927368164062,
2019-11-18,216.21621704101562,224.03262329101562,
2019-11-19,218.14671325683594,219.45489501953125,
2019-11-20,216.21621704101562,217.0072784423828,
2019-11-21,223.93821716308594,215.42271423339844,
2019-11-22,223.93821716308594,216.63719177246094,
2019-11-25,218.14671325683594,218.35397338867188,
2019-11-26,243.24324035644528,218.77764892578125,
2019-11-27,229.729736328125,224.00994873046875,
2019-11-28,229.729736328125,226.9827117919922,
2019-11-29,229.729736328125,228.64468383789062,
2019-12-02,231.6602325439453,229.1990966796875,
2019-12-03,223.93821716308594,229.6424102783203,
2019-12-04,220.0772247314453,228.1896209716797,
2019-12-05,229.729736328125,225.4134521484375,
2019-12-06,218.14671325683594,224.93333435058594,
2019-12-09,214.2857208251953,222.76376342773438,
2019-12-10,214.2857208251953,219.57579040527344,
2019-12-11,216.21621704101562,217.27102661132812,
2019-12-12,241.312744140625,215.7078857421875,
2019-12-13,222.00772094726562,220.1730194091797,
2019-12-16,235.52124023437497,221.94371032714844,
2019-12-17,225.8687286376953,225.51223754882812,
2019-12-18,223.93821716308594,226.69984436035156,
2019-12-19,222.00772094726562,226.3465576171875,
2019-12-20,223.93821716308594,225.20957946777344,
2019-12-23,237.4517364501953,224.0638427734375,
2019-12-26,229.729736328125,226.00827026367188,
2019-12-27,227.79922485351562,227.00363159179688,
2019-12-30,227.79922485351562,227.1378631591797,
2020-01-02,222.00772094726562,227.4119873046875,
2020-01-03,222.00772094726562,225.79962158203125,
2020-01-06,220.0772247314453,224.25811767578125,
2020-01-07,231.6602325439453,222.3117218017578,
2020-01-08,222.00772094726562,223.14053344726562,
2020-01-09,223.93821716308594,222.70111083984375,
2020-01-10,227.79922485351562,222.46444702148438,
2020-01-13,241.312744140625,223.4345703125,
2020-01-14,231.6602325439453,227.33633422851562,
2020-01-15,225.8687286376953,229.46142578125,
2020-01-16,229.729736328125,229.32321166992188,
2020-01-17,241.312744140625,229.04342651367188,
2020-01-20,233.59072875976562,231.25143432617188,
2020-01-21,231.6602325439453,232.0953826904297,
2020-01-22,239.3822326660156,232.14151000976562,
2020-01-23,233.59072875976562,233.2656707763672,
2020-01-24,233.59072875976562,233.2703399658203,
2020-01-27,229.729736328125,232.94740295410156,
2020-01-28,206.56370544433594,231.9294891357422,
2020-01-29,206.56370544433594,225.4508514404297,
2020-01-30,212.35520935058594,218.44691467285156,
2020-01-31,214.2857208251953,213.9923858642578,
2020-02-03,206.56370544433594,212.04220581054688,
2020-02-04,206.56370544433594,209.71124267578125,
2020-02-05,214.2857208251953,207.9201202392578,
2020-02-06,206.56370544433594,208.49964904785156,
2020-02-07,206.56370544433594,208.2147979736328,
2020-02-10,202.70269775390625,207.85183715820312,
2020-02-11,202.70269775390625,206.7393035888672,
2020-02-12,212.35520935058594,205.19606018066406,
2020-02-13,212.35520935058594,205.82333374023438,
2020-02-14,208.49420166015625,207.2751007080078,
2020-02-17,206.56370544433594,208.0780487060547,
2020-02-18,204.63320922851562,207.9787139892578,
2020-02-19,210.42471313476562,207.2012481689453,
2020-02-20,202.70269775390625,207.5703125,
2020-02-21,200.77220153808594,206.5778045654297,
2020-02-24,194.98069763183594,204.96861267089844,
2020-02-25,194.98069763183594,202.2251434326172,
2020-02-26,185.32818603515625,199.61135864257812,
2020-02-27,191.11968994140625,195.9241485595703,
2020-02-28,192.08494567871094,193.61215209960938,
2020-03-02,192.08494567871094,192.38629150390625,
2020-03-03,192.08494567871094,191.88893127441406,
2020-03-04,193.05018615722656,191.82908630371094,
2020-03-05,196.91119384765625,192.30181884765625,
2020-03-06,192.08494567871094,193.48104858398438,
2020-03-09,177.60617065429688,193.8953399658203,
2020-03-10,193.05018615722656,191.277099609375,
2020-03-11,185.32818603515625,190.7340545654297,
2020-03-12,185.32818603515625,189.499267578125,
2020-03-13,183.39768981933594,188.42568969726562,
2020-03-16,173.74517822265625,187.26248168945312,
2020-03-17,162.1621551513672,184.617919921875,
2020-03-18,151.54440307617188,179.9481658935547,
2020-03-19,142.85714721679688,173.64939880371094,
2020-03-20,144.7876434326172,166.59835815429688,
2020-03-23,138.9961395263672,160.76913452148438,
2020-03-24,144.7876434326172,155.46624755859375,
2020-03-26,150.5791473388672,152.54530334472656,
2020-03-27,163.12741088867188,151.81825256347656,
2020-03-30,154.44015502929688,154.0963897705078,
2020-03-31,156.3706512451172,156.1996307373047,
2020-04-01,154.44015502929688,158.14364624023438,
2020-04-02,154.44015502929688,159.35838317871094,
2020-04-03,154.44015502929688,159.96824645996094,
2020-04-06,160.23165893554688,160.115478515625,
2020-04-07,156.3706512451172,160.88938903808594,
2020-04-08,149.6138916015625,161.15414428710938,
2020-04-09,150.5791473388672,160.23219299316406,
2020-04-13,145.75289916992188,159.10952758789062,
2020-04-14,168.91891479492188,157.50314331054688,
2020-04-15,189.18919372558594,159.14138793945312,
2020-04-16,191.11968994140625,165.10276794433594,
2020-04-17,191.11968994140625,172.49432373046875,
2020-04-20,191.11968994140625,179.43170166015625,
2020-04-21,188.22393798828125,184.99232482910156,
2020-04-22,193.05018615722656,188.47239685058594,
2020-04-23,188.22393798828125,191.0858917236328,
2020-04-24,193.05018615722656,191.77804565429688,
2020-04-27,190.15443420410156,192.29273986816406,
2020-04-28,189.18919372558594,191.8963165283203,
2020-04-29,192.08494567871094,191.33187866210938,
2020-04-30,187.25868225097656,191.4898223876953,
2020-05-04,187.25868225097656,190.94985961914062,
2020-05-05,186.29344177246094,190.23580932617188,
2020-05-06,190.15443420410156,189.39857482910156,
2020-05-08,183.39768981933594,189.30361938476562,
2020-05-11,178.57142639160156,188.42530822753906,
2020-05-12,183.39768981933594,186.48326110839844,
2020-05-13,192.08494567871094,185.41244506835938,
2020-05-14,192.08494567871094,186.3123321533203,
2020-05-15,192.08494567871094,187.8883056640625,
2020-05-18,179.53668212890625,189.57269287109375,
2020-05-19,187.25868225097656,188.71803283691406,
2020-05-20,187.25868225097656,188.37588500976562,
2020-05-26,192.08494567871094,188.21482849121094,
2020-05-27,208.49420166015625,189.07672119140625,
2020-05-28,202.70269775390625,193.013916015625,
2020-05-29,200.77220153808594,196.4383087158203,
2020-06-02,193.05018615722656,198.8256378173828,
2020-06-03,193.05018615722656,198.98085021972656,
2020-06-04,193.05018615722656,198.10972595214844,
2020-06-05,183.39768981933594,196.89962768554688,
2020-06-08,187.25868225097656,193.75299072265625,
2020-06-09,189.18919372558594,191.32186889648438,
2020-06-10,192.08494567871094,189.88560485839844,
2020-06-11,193.05018615722656,189.7410430908203,
2020-06-12,193.05018615722656,190.61546325683594,
2020-06-15,191.11968994140625,191.60719299316406,
2020-06-16,193.05018615722656,192.1680450439453,
2020-06-17,193.05018615722656,192.7071075439453,
2020-06-18,194.98069763183594,193.1682891845703,
2020-06-19,231.6602325439453,193.85885620117188,
2020-06-22,216.21621704101562,201.14930725097656,
2020-06-23,202.70269775390625,207.0137939453125,
2020-06-24,202.70269775390625,208.72268676757812,
2020-06-25,208.49420166015625,208.3922119140625,
2020-06-26,210.42471313476562,208.26210021972656,
2020-06-29,210.42471313476562,208.47357177734375,
2020-06-30,196.91119384765625,208.69140625,
2020-07-01,193.05018615722656,206.22647094726562,
2020-07-02,193.05018615722656,202.46238708496094,
2020-07-03,193.05018615722656,198.91143798828125,
2020-07-06,192.08494567871094,196.81240844726562,
2020-07-07,192.08494567871094,195.01736450195312,
2020-07-08,193.05018615722656,193.62075805664062,
2020-07-09,193.05018615722656,192.96881103515625,
2020-07-10,198.84170532226562,192.8903045654297,
2020-07-13,196.91119384765625,194.1650390625,
2020-07-14,191.11968994140625,195.4212188720703,
2020-07-15,192.08494567871094,195.21583557128906,
2020-07-16,194.98069763183594,194.66580200195312,
2020-07-17,189.18919372558594,194.59046936035156,
2020-07-20,192.08494567871094,193.647705078125,
2020-07-21,196.91119384765625,193.062744140625,
2020-07-22,198.84170532226562,193.58816528320312,
2020-07-23,200.77220153808594,194.83840942382812,
2020-07-24,200.77220153808594,196.52980041503906,
2020-07-27,214.2857208251953,198.19737243652344,
2020-07-28,200.77220153808594,202.02581787109375,
2020-07-29,198.84170532226562,203.3331756591797,
2020-07-30,200.77220153808594,203.09866333007812,
2020-08-03,191.11968994140625,,
2020-08-04,188.22393798828125,,202.61036682128906
2020-08-05,179.53668212890625,,200.09202575683594
2020-08-06,183.39768981933594,,196.79360961914062
2020-08-07,187.25868225097656,,192.26406860351562
2020-08-10,193.05018615722656,,188.8481903076172
2020-08-11,202.70269775390625,,187.2184600830078
2020-08-12,200.77220153808594,,187.6791534423828
2020-08-13,194.98069763183594,,190.94338989257812
2020-08-14,194.98069763183594,,194.20028686523438
2020-08-18,193.05018615722656,,195.94815063476562
2020-08-19,193.05018615722656,,196.81321716308594
2020-08-24,183.39768981933594,,196.59410095214844
2020-08-25,183.39768981933594,,195.93276977539062
2020-08-26,184.36293029785156,,193.28062438964844
2020-08-27,184.36293029785156,,190.43011474609375
2020-08-28,193.05018615722656,,188.2040557861328
2020-08-31,184.36293029785156,,186.72360229492188
2020-09-01,192.08494567871094,,187.51609802246094
2020-09-02,193.05018615722656,,187.50656127929688
2020-09-03,194.98069763183594,,188.54440307617188
2020-09-04,188.22393798828125,,190.02210998535156
2020-09-07,192.08494567871094,,191.76202392578125
2020-09-08,198.84170532226562,,192.10423278808594
2020-09-09,186.29344177246094,,192.36001586914062
2020-09-10,183.39768981933594,,193.74029541015625
2020-09-11,187.25868225097656,,193.04067993164062
2020-09-14,190.15443420410156,,191.13507080078125
2020-09-15,191.11968994140625,,189.87545776367188
2020-09-16,189.18919372558594,,189.39590454101562
2020-09-17,187.25868225097656,,189.67930603027344
2020-09-18,191.11968994140625,,189.88299560546875
2020-09-21,198.84170532226562,,189.73265075683594
2020-09-22,198.84170532226562,,190.04258728027344
2020-09-23,185.32818603515625,,191.95220947265625
2020-09-24,193.05018615722656,,194.2656707763672
2020-09-25,193.05018615722656,,193.6780548095703
2020-09-28,190.15443420410156,,193.44525146484375
2020-09-29,193.05018615722656,,193.3756561279297
2020-09-30,189.18919372558594,,192.87966918945312
2020-10-01,194.98069763183594,,192.82867431640625
2020-10-02,193.05018615722656,,192.2150115966797
2020-10-05,194.98069763183594,,192.52438354492188
2020-10-06,193.05018615722656,,192.85308837890625
2020-10-07,196.91119384765625,,193.6121368408203
2020-10-08,186.29344177246094,,194.0159454345703
2020-10-09,191.11968994140625,,194.69679260253906
2020-10-12,196.91119384765625,,193.60682678222656
2020-10-13,193.05018615722656,,192.86277770996094
2020-10-14,191.11968994140625,,193.3406524658203
2020-10-15,191.11968994140625,,193.58331298828125
2020-10-16,193.05018615722656,,193.2943115234375
2020-10-19,193.05018615722656,,192.95957946777344
2020-10-20,193.05018615722656,,192.94334411621094
2020-10-21,193.05018615722656,,193.09750366210938
2020-10-22,189.18919372558594,,193.26165771484375
2020-10-23,188.22393798828125,,193.48043823242188
2020-10-26,191.11968994140625,,192.7894744873047
2020-10-27,191.11968994140625,,191.82595825195312
2020-11-02,190.15443420410156,,191.50523376464844
2020-11-03,191.11968994140625,,191.40155029296875
2020-11-04,191.11968994140625,,191.2427520751953
2020-11-05,192.08494567871094,,191.28916931152344
2020-11-06,192.08494567871094,,191.4448699951172
2020-11-09,193.05018615722656,,191.7887420654297
2020-11-10,193.05018615722656,,192.15052795410156
2020-11-11,193.05018615722656,,192.6331329345703
2020-11-12,193.05018615722656,,193.01173400878906
2020-11-13,192.08494567871094,,193.2794952392578
2020-11-16,193.05018615722656,,193.4953155517578
2020-11-17,192.08494567871094,,193.45066833496094
2020-11-18,192.08494567871094,,193.46115112304688
2020-11-19,193.05018615722656,,193.32440185546875
2020-11-20,191.11968994140625,,193.1472625732422
2020-11-23,212.35520935058594,,193.17132568359375
2020-11-24,202.70269775390625,,192.9143524169922
2020-11-25,210.42471313476562,,196.49435424804688
2020-11-26,212.35520935058594,,199.1639404296875
2020-11-27,210.42471313476562,,202.5199737548828
2020-11-30,233.59072875976562,,205.8501739501953
2020-12-01,235.52124023437497,,208.1255645751953
2020-12-02,239.3822326660156,,214.1071319580078
2020-12-03,249.0347442626953,,220.7380828857422
2020-12-04,254.8262481689453,,227.20008850097656
2020-12-07,266.4092712402344,,234.35687255859375
2020-12-08,287.644775390625,,241.4639129638672
2020-12-10,289.5752868652344,,250.04469299316406
2020-12-11,291.50579833984375,,262.0699462890625
2020-12-14,291.50579833984375,,273.368896484375
2020-12-15,312.7413024902344,,282.2121276855469
2020-12-16,357.1428527832031,,287.6578063964844
2020-12-17,372.5868835449219,,296.52288818359375
2020-12-18,347.4903564453125,,316.5992126464844
2020-12-21,343.62933349609375,,340.10858154296875
2020-12-22,333.9768371582031,,350.7506408691406
2020-12-23,316.6023254394531,,352.394287109375
2020-12-28,295.3667907714844,,346.67694091796875
2020-12-29,276.061767578125,,334.3330383300781
2020-12-30,256.7567443847656,,316.0267639160156
